Age,Height,Weight,Chest,Size
18,156.9,55.0,81.5,XXS
37,158.6,65.9,88.3,XS
42,157.4,70.1,90.2,S
21,161.7,68.9,93.0,S
20,158.9,60.7,86.6,XS
23,167.9,73.6,93.1,S
21,170.0,56.4,82.6,XXS
20,162.3,56.6,84.7,XS
22,167.7,68.1,85.7,XS
19,159.8,66.0,92.0,S
23,162.5,53.6,78.4,XXS
19,168.5,64.7,84.0,XS
33,168.5,77.6,102.5,L
27,162.3,56.3,79.4,XXS
20,167.4,67.5,94.5,S
21,165.3,60.4,89.0,XS
21,158.7,54.2,95.7,M
31,159.5,66.4,100.8,M
22,156.3,74.4,99.8,M
28,167.4,62.1,90.9,S
29,143.9,58.5,98.2,M
30,171.8,81.0,101.8,M
24,158.9,51.1,79.6,XXS
39,164.5,71.7,111.2,L
21,167.7,60.7,91.3,S
20,155.2,59.1,88.4,XS
25,152.3,63.6,107.3,L
36,161.2,71.5,101.2,M
43,164.2,57.4,91.7,S
25,173.2,71.6,97.9,M
23,160.0,54.0,87.7,XS
27,140.9,42.6,82.4,XXS
28,162.0,58.5,88.9,XS
22,174.6,82.8,96.0,M
22,168.8,74.0,98.3,M
19,160.6,76.5,97.6,M
26,165.8,85.2,102.9,L
27,159.0,67.1,91.5,S
24,178.1,76.0,92.2,S
26,169.0,69.5,99.2,M
25,165.4,75.4,101.5,M
22,158.3,66.3,94.5,S
42,152.3,48.0,84.3,XS
24,168.5,83.0,109.6,L
25,167.2,75.6,97.4,M
45,164.1,78.4,103.2,L
30,164.4,59.4,88.2,XS
41,159.7,76.6,101.3,M
38,173.2,67.8,89.9,XS
33,152.9,51.7,84.7,XS
44,162.0,66.2,95.3,M
40,164.3,66.5,99.3,M
28,155.6,61.3,89.7,XS
45,163.0,72.9,101.5,M
36,161.4,70.1,92.4,S
22,146.4,42.6,73.7,XXS
32,174.9,72.9,96.2,M
42,161.8,76.1,99.8,M
39,163.1,71.9,93.7,S
25,170.4,79.4,100.4,M
48,166.9,70.5,92.4,S
41,158.6,72.7,102.3,L
26,160.2,60.9,88.7,XS
31,162.0,80.0,95.0,M
22,157.5,62.5,91.7,S
29,151.3,76.8,105.2,L
24,157.3,57.8,86.8,XS
29,164.9,63.9,86.1,XS
36,165.7,74.9,98.0,M
31,153.8,65.0,94.5,S
41,168.4,63.3,85.7,XS
23,155.0,52.6,88.5,XS
42,163.0,76.6,99.4,M
35,169.3,93.4,120.2,XL
30,155.7,66.7,98.2,M
24,162.7,62.2,88.2,XS
34,166.6,94.2,120.8,XL
26,159.9,64.1,93.0,S
30,154.7,69.2,98.5,M
33,163.6,64.6,92.2,S
43,154.7,52.5,88.9,XS
32,162.9,49.0,79.2,XXS
31,156.0,74.9,99.7,M
26,175.1,85.2,105.1,L
36,162.5,77.2,90.8,S
31,157.3,64.3,96.4,M
29,159.9,72.2,98.0,M
31,154.7,69.3,97.2,M
25,173.5,73.7,92.1,S
24,167.0,72.5,100.3,M
22,167.8,81.6,103.5,L
31,160.4,57.0,86.3,XS
38,163.1,66.0,93.9,S
40,168.4,80.4,98.0,M
38,171.5,85.2,103.0,L
44,163.5,66.2,103.5,L
29,166.6,70.6,93.3,S
23,170.5,57.7,86.0,XS
26,162.9,52.6,87.3,XS
24,171.8,80.8,97.6,M
33,162.6,83.4,100.3,M
24,161.6,75.0,95.1,M
38,160.2,61.9,92.4,S
41,166.7,67.5,96.6,M
41,164.5,70.2,102.2,L
26,167.0,65.9,94.7,S
42,162.1,71.2,94.1,S
40,172.1,102.8,106.6,L
54,160.6,75.9,109.1,L
23,156.7,65.9,95.3,M
28,172.0,64.4,90.4,S
38,163.9,68.9,90.0,S
42,173.0,86.3,101.3,M
37,168.2,94.9,114.7,XL
51,172.0,63.0,87.4,XS
44,178.3,106.9,121.4,XL
22,164.1,63.9,89.3,XS
40,156.8,68.3,90.2,S
21,164.0,63.0,94.0,S
24,155.6,71.8,98.9,M
22,164.7,87.4,103.3,L
25,163.0,75.2,99.5,M
45,158.7,85.2,115.4,XL
32,162.7,82.7,117.2,XL
27,163.8,55.9,87.0,XS
22,164.4,82.1,111.0,L
33,160.3,66.3,98.2,M
20,171.3,63.8,89.7,XS
33,172.1,79.9,96.6,M
24,157.3,58.9,83.8,XXS
22,161.9,76.1,99.6,M
44,152.4,67.2,100.6,M
41,160.5,54.1,88.2,XS
22,161.7,69.7,103.5,L
41,160.1,61.6,89.5,XS
23,170.3,85.2,105.3,L
33,157.4,58.2,88.2,XS
42,159.6,74.2,103.6,L
20,160.2,60.9,87.6,XS
46,159.9,69.0,96.4,M
23,163.2,67.5,93.5,S
38,166.0,88.6,109.8,L
46,156.8,65.2,92.4,S
45,163.9,82.6,103.2,L
51,159.1,55.6,92.3,S
45,162.8,71.9,93.4,S
52,161.5,82.2,107.7,L
36,168.0,96.5,109.8,L
25,159.0,62.4,90.7,S
33,156.3,43.5,72.6,XXS
39,164.1,75.3,109.0,L
27,171.0,55.3,83.6,XXS
20,156.6,57.8,90.1,S
21,157.3,71.3,102.3,L
24,166.9,77.6,98.0,M
29,160.7,65.5,97.6,M
25,163.3,57.8,92.2,S
47,169.9,84.3,112.6,XL
23,163.8,67.0,89.2,XS
24,163.4,76.4,100.0,M
24,166.0,66.3,86.4,XS
29,160.4,67.1,88.0,XS
24,169.3,70.6,98.0,M
22,159.5,63.6,93.6,S
19,169.4,64.6,88.2,XS
28,162.6,65.8,93.4,S
23,161.3,78.9,102.1,L
33,161.4,58.5,88.7,XS
31,163.0,58.9,90.0,S
26,171.6,78.5,103.5,L
39,151.0,67.6,101.3,M
28,163.9,86.2,110.0,L
35,157.6,60.5,98.1,M
40,167.7,95.0,109.5,L
28,166.9,64.9,98.5,M
34,159.2,61.6,88.4,XS
22,160.6,71.5,103.0,L
34,159.7,76.5,101.2,M
22,161.0,65.2,89.0,XS
27,181.1,77.3,87.8,XS
42,163.9,73.4,102.8,L
25,163.5,54.9,82.5,XXS
21,175.1,80.2,104.1,L
25,162.6,69.5,102.3,L
20,168.8,64.7,94.9,S
24,158.8,65.7,91.4,S
33,163.5,87.1,111.1,L
40,162.4,58.0,85.5,XS
42,163.4,79.6,101.5,M
26,174.9,76.1,92.9,S
22,164.6,57.6,92.5,S
43,160.0,87.0,112.9,XL
37,160.0,76.6,100.8,M
28,151.7,54.8,84.5,XS
30,165.9,82.6,103.9,L
27,171.8,65.1,90.2,S
35,153.3,57.0,94.8,S
42,159.2,71.9,105.1,L
23,163.6,72.6,100.3,M
24,164.8,71.6,88.2,XS
24,166.9,83.2,105.6,L
25,165.5,60.4,96.5,M
22,177.0,76.4,93.2,S
19,175.2,93.4,105.1,L
24,174.1,57.3,85.0,XS
23,160.8,58.2,83.0,XXS
28,163.6,55.3,88.9,XS
30,155.5,69.8,100.5,M
40,157.3,64.0,92.5,S
25,162.3,59.0,84.4,XS
41,153.4,60.4,90.0,S
36,154.3,66.6,95.4,M
28,174.4,67.0,92.5,S
22,162.3,63.3,90.2,S
26,158.7,61.8,94.7,S
36,156.3,64.5,94.4,S
24,165.5,58.2,89.9,XS
21,161.2,79.6,103.3,L
26,163.6,60.9,90.0,S
27,170.9,82.3,99.6,M
23,154.7,56.7,90.6,S
28,165.7,51.0,89.6,XS
25,169.5,60.1,87.6,XS
42,172.0,71.6,95.5,M
30,158.7,68.1,91.2,S
47,167.6,94.0,116.0,XL
22,172.6,68.6,84.4,XS
33,161.6,67.1,94.8,S
28,174.7,68.9,92.8,S
33,170.5,78.6,104.2,L
51,168.5,70.4,90.6,S
33,159.4,50.4,77.6,XXS
33,168.7,59.8,87.2,XS
43,170.0,76.0,100.5,M
41,165.8,78.0,105.5,L
24,156.2,71.2,100.6,M
31,165.8,66.5,95.3,M
34,168.8,73.5,93.5,S
28,152.4,54.4,89.5,XS
20,161.1,67.8,99.2,M
24,162.7,64.8,90.0,S
24,161.4,66.3,95.3,M
22,159.8,77.9,97.1,M
22,164.3,70.2,99.0,M
27,161.1,59.2,87.3,XS
23,152.0,56.3,85.2,XS
24,169.7,92.7,103.9,L
40,164.0,80.1,99.2,M
21,167.2,77.2,97.0,M
26,166.2,70.4,93.6,S
20,160.1,59.0,88.2,XS
24,158.0,64.0,97.8,M
25,167.6,84.2,99.7,M
21,153.6,54.6,82.2,XXS
38,156.1,71.5,93.2,S
21,147.5,57.5,90.3,S
22,153.2,52.2,79.8,XXS
18,164.6,72.5,95.7,M
21,165.7,51.7,85.4,XS
21,164.8,63.1,89.6,XS
18,158.6,53.7,80.4,XXS
22,160.9,59.7,90.0,S
26,156.2,60.7,94.4,S
18,150.7,57.7,87.5,XS
22,146.8,49.9,88.1,XS
18,163.6,68.7,92.6,S
30,158.5,68.0,102.1,L
29,160.7,63.2,91.9,S
25,165.7,77.6,98.9,M
33,160.6,63.8,96.1,M
32,170.5,78.3,99.4,M
29,160.5,60.2,83.6,XXS
37,166.6,77.1,94.4,S
23,163.5,61.7,89.6,XS
29,149.8,46.2,84.1,XS
19,161.9,59.1,86.3,XS
20,155.9,57.4,87.0,XS
21,163.9,62.1,90.2,S
18,157.4,61.8,91.4,S
19,153.0,51.8,82.4,XXS
18,155.2,63.1,88.1,XS
18,157.2,65.3,92.9,S
18,167.0,64.6,90.0,S
21,157.4,56.9,80.7,XXS
18,163.6,66.1,95.0,M
19,157.5,59.8,89.2,XS
21,167.6,53.3,85.2,XS
19,170.5,75.5,107.1,L
19,160.3,70.2,98.7,M
21,159.3,65.5,96.1,M
21,161.1,64.4,91.2,S
22,167.3,68.0,94.7,S
18,168.9,71.5,89.3,XS
18,152.9,49.9,83.7,XXS
18,160.2,52.3,88.2,XS
36,176.4,74.0,105.7,L
49,164.8,75.0,95.6,M
52,158.7,60.4,97.6,M
22,149.2,43.0,80.8,XXS
29,156.7,75.0,108.2,L
27,156.3,71.6,100.2,M
41,166.3,72.3,96.6,M
19,161.7,76.5,103.0,L
21,168.3,66.0,90.4,S
21,163.6,60.0,91.4,S
21,162.8,69.5,93.3,S
20,153.6,63.7,91.7,S
18,153.0,60.2,87.4,XS
19,167.8,81.5,102.2,L
19,168.2,77.3,95.6,M
25,158.5,53.7,85.0,XS
29,158.8,67.2,91.2,S
20,171.8,69.8,89.5,XS
19,165.5,80.9,102.1,L
23,170.5,72.2,89.3,XS
20,160.8,63.0,97.6,M
21,160.7,65.4,88.6,XS
21,149.0,48.4,84.7,XS
18,156.3,65.3,95.6,M
19,167.7,66.9,82.4,XXS
22,161.5,66.8,94.5,S
18,157.0,67.2,90.7,S
26,156.3,59.7,88.7,XS
30,162.7,65.8,92.9,S
29,174.3,65.7,86.3,XS
54,163.5,68.1,91.7,S
27,169.9,89.4,107.0,L
21,150.3,64.3,88.3,XS
37,163.7,85.7,110.3,L
23,154.4,56.0,85.4,XS
18,149.3,61.3,90.8,S
18,164.5,66.2,91.3,S
19,170.7,71.9,92.3,S
19,161.1,58.6,88.9,XS
19,154.3,57.6,84.5,XS
19,160.4,56.0,87.4,XS
34,158.8,61.6,85.1,XS
18,154.3,53.3,81.1,XXS
29,163.0,67.8,99.8,M
20,167.4,77.6,97.4,M
19,156.0,65.8,93.5,S
18,162.0,66.6,100.1,M
19,161.3,54.9,79.0,XXS
23,154.1,53.9,85.4,XS
28,159.5,81.4,105.6,L
21,160.0,61.1,92.3,S
20,169.0,77.7,94.2,S
18,161.2,72.5,93.0,S
39,155.9,66.4,94.5,S
20,167.8,80.6,103.7,L
23,160.8,52.2,83.6,XXS
20,155.9,47.8,79.0,XXS
29,168.3,84.5,104.0,L
18,158.6,68.5,98.5,M
18,164.6,64.6,93.2,S
18,165.6,67.9,90.8,S
19,151.5,50.9,82.0,XXS
24,175.4,74.5,95.3,M
23,169.9,67.0,93.4,S
41,157.3,57.3,96.9,M
23,165.7,59.7,84.1,XS
24,165.5,66.5,99.8,M
24,150.2,50.5,82.6,XXS
28,165.3,74.9,95.3,M
18,163.3,75.6,100.1,M
24,158.5,63.4,95.6,M
19,163.2,76.8,97.5,M
20,161.6,80.4,101.9,M
32,167.0,76.2,97.1,M
31,163.2,52.6,89.0,XS
41,164.8,65.3,83.4,XXS
42,157.6,72.6,104.6,L
31,160.6,55.7,92.0,S
27,165.2,59.9,86.9,XS
24,162.5,75.9,100.3,M
28,159.8,60.7,95.5,M
28,161.8,66.9,106.8,L
36,167.4,69.7,98.8,M
27,156.3,61.4,91.2,S
39,172.8,74.2,102.7,L
29,159.0,67.1,99.5,M
28,163.6,57.7,83.4,XXS
44,165.5,80.3,97.2,M
41,170.7,63.4,92.8,S
21,167.6,68.1,89.1,XS
19,163.3,73.4,99.8,M
19,160.7,67.2,98.3,M
27,161.8,66.2,91.9,S
20,170.8,70.3,91.6,S
22,173.5,70.9,92.0,S
24,171.5,58.6,85.5,XS
42,157.0,49.3,92.3,S
38,164.2,73.3,98.8,M
40,178.8,99.6,109.8,L
43,160.0,64.8,91.3,S
26,167.5,72.9,93.6,S
48,163.4,90.2,109.3,L
41,157.6,75.4,103.7,L
21,159.9,65.4,90.3,S
29,159.8,70.8,88.3,XS
30,154.8,64.7,98.6,M
18,160.7,63.1,92.0,S
32,168.6,66.6,90.4,S
42,164.0,66.7,86.5,XS
24,156.3,49.7,86.4,XS
32,159.1,55.8,84.8,XS
29,167.8,92.1,109.7,L
18,167.0,69.5,93.7,S
19,152.9,56.3,94.7,S
18,161.6,60.3,86.0,XS
21,162.0,64.7,95.9,M
21,151.0,64.2,94.5,S
28,162.6,70.1,102.2,L
25,160.0,58.3,85.9,XS
25,167.9,84.3,107.6,L
22,160.0,69.6,105.5,L
41,161.8,73.5,107.2,L
43,162.9,47.0,86.3,XS
33,165.1,60.8,90.1,S
30,159.6,51.5,79.1,XXS
45,165.4,71.7,98.3,M
25,177.6,88.9,103.5,L
38,154.6,53.2,84.5,XS
35,167.6,74.7,99.0,M
30,158.5,62.2,92.4,S
35,159.4,57.4,89.9,XS
22,162.9,56.5,87.0,XS
22,158.1,64.6,97.2,M
28,161.4,52.9,85.5,XS
27,155.9,64.8,94.7,S
27,169.7,75.1,96.7,M
27,167.4,74.0,102.6,L
31,169.2,75.8,101.8,M
31,161.5,55.4,84.9,XS
44,176.2,85.2,104.5,L
30,157.3,81.4,98.6,M
30,167.4,82.4,106.4,L
45,153.1,50.3,87.4,XS
28,150.5,60.7,96.4,M
26,170.0,69.2,85.8,XS
30,153.9,64.0,99.2,M
21,162.0,65.0,88.5,XS
18,171.2,58.0,82.8,XXS
18,155.4,60.1,92.7,S
22,159.8,60.1,82.1,XXS
19,161.2,66.4,96.8,M
40,170.7,70.3,85.7,XS
22,161.1,61.6,92.2,S
33,159.9,65.4,96.7,M
22,156.9,58.9,84.8,XS
33,166.3,52.4,86.4,XS
18,166.6,70.6,96.2,M
33,165.9,67.6,83.7,XXS
27,154.3,62.3,96.5,M
20,157.1,62.8,93.1,S
18,161.8,50.3,79.5,XXS
23,161.0,59.9,91.0,S
19,151.2,50.8,78.6,XXS
18,155.5,52.0,78.5,XXS
19,172.9,83.1,105.0,L
20,159.3,62.2,96.4,M
22,160.9,70.6,97.3,M
18,164.8,66.7,91.7,S
30,163.1,73.0,95.3,M
35,171.2,84.2,103.2,L
19,154.1,54.9,79.9,XXS
20,166.3,60.9,86.4,XS
20,161.4,67.0,99.0,M
20,159.8,71.1,100.6,M
40,161.7,65.5,95.1,M
23,165.8,77.1,99.9,M
18,164.2,66.8,93.5,S
19,169.8,70.7,90.5,S
18,164.8,75.7,104.5,L
22,175.6,85.7,99.0,M
19,165.1,67.8,92.2,S
24,163.4,63.0,89.3,XS
18,170.9,74.5,88.2,XS
20,168.6,56.4,82.8,XXS
22,164.5,72.1,100.9,M
19,156.5,64.6,92.5,S
18,153.7,44.4,80.5,XXS
19,151.1,59.1,91.8,S
22,164.9,69.6,94.1,S
21,145.8,44.5,80.8,XXS
26,175.9,72.6,89.3,XS
18,155.8,70.7,90.4,S
22,168.8,64.3,93.7,S
20,158.1,65.4,86.9,XS
39,158.3,62.6,90.2,S
28,164.3,73.6,92.6,S
27,175.2,85.3,103.1,L
38,160.0,75.0,94.8,S
38,161.8,79.7,108.6,L
43,171.0,83.7,105.3,L
19,158.5,59.0,83.8,XXS
18,159.5,51.2,84.0,XS
18,161.4,62.1,94.5,S
27,166.3,81.0,105.8,L
26,161.7,61.4,91.5,S
19,159.6,54.4,85.3,XS
39,160.2,60.3,87.5,XS
25,169.4,79.2,102.1,L
30,151.0,61.8,101.5,M
41,153.4,60.3,99.5,M
45,163.4,88.5,112.7,XL
35,167.9,84.2,103.8,L
43,161.8,79.8,101.1,M
42,165.8,63.4,90.8,S
41,164.3,56.1,87.0,XS
23,165.2,77.4,99.2,M
29,161.5,73.0,98.8,M
25,167.4,85.0,102.2,L
50,152.7,64.3,99.5,M
30,151.8,50.5,87.7,XS
47,165.3,72.9,84.0,XS
29,165.9,83.5,103.5,L
28,157.0,46.3,80.7,XXS
28,157.0,80.2,106.3,L
29,165.3,95.1,115.3,XL
25,171.2,58.2,81.5,XXS
30,151.9,70.3,99.9,M
27,170.2,101.9,114.5,XL
24,162.7,64.5,91.5,S
27,151.6,72.1,106.5,L
49,158.3,66.1,103.2,L
30,164.7,58.9,89.6,XS
27,159.4,52.8,83.7,XXS
55,161.7,62.3,91.3,S
39,167.4,89.6,118.8,XL
32,160.5,83.3,103.0,L
50,164.9,91.6,113.9,XL
30,160.3,67.7,86.9,XS
26,162.0,53.5,77.3,XXS
58,158.4,71.2,105.2,L
35,157.9,52.7,86.0,XS
44,160.8,72.1,104.5,L
37,165.6,58.9,93.2,S
36,163.9,73.1,95.3,M
23,163.0,62.0,85.4,XS
30,161.5,69.5,103.3,L
41,158.4,62.0,93.9,S
31,166.4,66.9,95.4,M
40,154.5,54.3,89.3,XS
28,168.8,64.8,86.7,XS
41,167.3,62.5,84.2,XS
43,164.7,64.3,86.6,XS
40,163.7,73.6,95.7,M
32,178.7,82.4,103.6,L
24,150.3,70.1,99.2,M
45,156.2,69.9,104.0,L
31,155.8,75.4,102.1,L
44,157.6,64.7,94.6,S
25,162.8,66.6,96.1,M
41,174.8,83.1,110.0,L
26,157.2,63.2,99.4,M
20,174.3,74.6,93.7,S
23,156.1,58.9,92.0,S
29,162.3,64.3,92.5,S
34,164.9,70.5,96.5,M
34,166.1,76.0,107.4,L
19,166.8,68.0,97.6,M
25,172.2,69.5,94.1,S
24,167.4,86.8,104.5,L
23,166.3,65.3,90.2,S
42,154.3,80.4,100.1,M
23,156.1,67.3,93.5,S
21,158.7,51.6,80.2,XXS
40,149.5,52.6,92.8,S
22,164.5,91.4,112.9,XL
25,165.3,91.9,106.1,L
46,168.5,75.7,100.5,M
42,156.9,71.7,104.8,L
31,165.6,73.8,91.5,S
33,167.2,76.9,92.0,S
24,162.2,69.2,93.2,S
22,166.4,60.9,89.4,XS
37,163.6,59.6,85.4,XS
46,166.6,74.0,104.5,L
46,155.8,80.4,105.6,L
41,167.4,93.4,109.3,L
27,153.4,56.8,95.2,M
44,163.0,62.6,84.7,XS
42,167.1,73.8,100.5,M
20,178.9,80.8,96.8,M
32,155.3,62.4,85.2,XS
37,167.3,77.5,101.0,M
25,159.8,63.1,90.2,S
41,179.8,87.5,99.0,M
25,164.1,65.0,88.8,XS
20,171.8,65.0,84.8,XS
19,156.8,63.8,100.1,M
25,165.2,64.2,92.3,S
25,167.6,69.8,95.4,M
36,159.5,83.1,108.3,L
26,169.7,96.2,105.3,L
44,170.3,93.0,116.7,XL
22,156.7,48.9,82.6,XXS
28,155.4,53.6,81.8,XXS
29,164.5,62.9,93.0,S
23,162.5,51.0,81.8,XXS
36,156.0,65.4,96.6,M
23,150.1,58.8,94.6,S
28,161.7,65.0,93.1,S
21,166.0,67.9,91.3,S
25,163.5,71.9,105.3,L
28,162.1,92.0,98.4,M
23,159.6,61.8,92.0,S
30,164.9,71.2,95.1,M
31,159.0,64.3,92.1,S
40,163.0,79.3,93.5,S
31,150.5,57.5,90.3,S
25,159.0,68.6,97.9,M
30,161.3,68.8,88.2,XS
43,162.0,77.8,98.1,M
48,168.7,76.5,105.3,L
38,161.3,59.0,88.7,XS
46,164.8,62.6,96.4,M
24,182.0,90.8,101.6,M
21,161.3,50.0,86.3,XS
24,171.9,68.8,97.8,M
53,154.3,56.7,92.6,S
27,167.4,62.2,91.3,S
30,166.2,70.7,98.1,M
21,161.2,68.5,94.5,S
21,160.5,57.1,83.6,XXS
32,156.0,84.6,111.2,L
22,166.4,61.8,81.4,XXS
31,166.2,67.2,94.3,S
26,162.0,69.2,92.4,S
20,156.7,46.9,76.4,XXS
18,168.9,67.4,87.3,XS
21,157.6,52.9,84.5,XS
22,159.6,64.4,86.1,XS
30,168.4,81.9,102.3,L
21,170.2,68.3,90.8,S
23,174.5,58.2,85.2,XS
31,159.9,53.2,86.1,XS
23,162.8,70.3,98.5,M
31,165.1,80.7,103.7,L
42,159.2,56.9,88.6,XS
19,158.7,50.4,89.7,XS
21,162.8,74.3,95.5,M
18,162.7,64.8,91.8,S
25,161.7,65.2,94.9,S
25,158.2,54.8,83.0,XXS
33,153.7,56.1,89.7,XS
42,162.9,66.3,91.6,S
20,164.0,57.7,90.0,S
25,167.5,79.0,93.4,S
31,159.2,67.1,99.6,M
21,163.3,69.1,102.0,L
37,173.3,77.3,91.9,S
27,161.0,62.2,89.3,XS
27,156.6,62.0,94.3,S
26,163.9,69.1,99.0,M
26,158.0,62.6,88.5,XS
22,155.7,58.7,87.3,XS
24,168.3,69.4,91.3,S
22,159.7,64.7,93.0,S
19,159.8,62.1,88.3,XS
18,161.3,69.8,95.6,M
19,164.9,65.6,83.5,XXS
20,167.2,60.2,84.7,XS
17,171.3,74.3,89.1,XS
37,164.1,74.4,103.2,L
18,161.2,63.3,92.8,S
21,159.6,62.1,89.2,XS
35,144.2,46.7,82.1,XXS
30,155.5,63.9,97.8,M
24,149.7,57.9,91.5,S
25,161.2,70.8,97.3,M
26,169.0,69.8,91.1,S
20,163.4,65.4,98.1,M
18,150.9,54.2,90.0,S
20,158.2,59.3,86.2,XS
32,146.5,49.7,90.9,S
26,154.5,52.6,91.3,S
22,147.5,48.0,82.5,XXS
29,163.3,55.7,95.1,M
30,163.1,72.4,97.6,M
22,162.6,66.1,94.5,S
22,153.3,79.4,105.7,L
23,155.3,57.2,90.4,S
28,175.2,78.5,94.6,S
23,161.8,67.6,97.6,M
23,163.4,53.0,88.7,XS
24,168.9,77.7,99.1,M
36,153.4,52.4,87.7,XS
22,162.9,60.1,90.0,S
28,162.8,55.9,89.3,XS
24,160.3,53.0,84.5,XS
23,154.7,57.8,88.0,XS
31,158.5,64.4,101.0,M
22,163.8,69.3,101.6,M
22,175.4,84.9,103.3,L
24,162.3,60.7,89.5,XS
22,161.4,62.3,91.9,S
25,167.6,60.1,87.0,XS
29,156.0,51.6,82.5,XXS
42,163.7,50.5,79.2,XXS
22,154.2,53.2,89.2,XS
29,153.6,56.6,90.4,S
23,161.3,73.2,94.5,S
24,159.5,57.6,90.8,S
41,165.9,80.7,100.5,M
22,156.4,62.2,89.5,XS
53,168.6,72.6,101.4,M
25,167.8,71.1,97.8,M
26,157.3,57.2,97.5,M
20,158.9,62.3,88.9,XS
18,162.1,60.2,88.4,XS
46,167.9,80.5,113.5,XL
42,159.8,56.1,91.4,S
26,171.3,52.0,76.6,XXS
29,155.0,57.8,88.0,XS
24,158.3,58.0,83.4,XXS
19,154.0,61.2,83.4,XXS
47,154.1,58.5,93.6,S
41,162.2,87.5,105.2,L
42,179.3,77.3,101.5,M
30,171.3,75.5,102.6,L
29,160.3,67.8,104.3,L
45,171.1,88.8,106.2,L
23,164.1,66.5,92.1,S
40,149.4,58.0,96.3,M
19,167.2,66.5,102.9,L
19,161.6,64.9,88.4,XS
25,158.5,67.3,98.3,M
49,161.2,74.4,106.5,L
41,166.3,57.6,86.9,XS
43,165.6,73.5,100.4,M
37,159.8,63.6,94.0,S
24,154.5,43.2,77.0,XXS
23,163.4,74.7,107.2,L
34,170.4,66.9,97.1,M
43,166.4,82.6,110.0,L
27,152.2,57.8,87.3,XS
30,164.6,63.7,90.7,S
36,155.7,75.8,101.9,M
31,162.5,59.4,95.0,M
37,167.1,87.2,114.3,XL
42,153.5,69.3,97.0,M
34,159.1,50.0,90.3,S
27,156.7,56.7,91.6,S
27,154.0,58.9,86.8,XS
30,157.3,64.0,98.7,M
21,163.7,68.3,94.2,S
42,160.4,56.6,90.8,S
28,174.0,63.2,88.1,XS
27,156.3,59.1,88.2,XS
21,177.3,76.0,90.7,S
25,167.2,66.4,96.6,M
24,156.4,65.8,93.1,S
21,160.0,71.0,96.8,M
20,158.6,55.1,83.0,XXS
23,156.6,59.3,88.3,XS
24,168.3,66.1,95.9,M
27,161.3,65.8,91.0,S
27,157.2,63.4,94.0,S
24,158.4,48.0,86.9,XS
21,170.6,66.0,90.0,S
32,162.0,60.1,88.7,XS
30,164.0,54.6,80.7,XXS
31,171.1,116.6,126.6,XXL
21,164.1,79.3,104.2,L
23,156.7,45.4,79.1,XXS
22,162.9,49.9,81.4,XXS
21,147.9,35.8,69.5,XXS
25,166.3,70.0,91.2,S
22,174.9,77.0,93.4,S
40,159.2,64.9,98.4,M
21,159.1,55.0,88.7,XS
21,171.0,87.5,108.1,L
26,168.4,76.8,101.2,M
22,162.5,76.3,101.8,M
28,166.6,65.0,93.5,S
20,157.6,55.5,89.6,XS
22,168.5,75.5,103.6,L
24,162.9,54.8,85.0,XS
25,163.7,70.5,92.6,S
21,159.7,54.8,88.8,XS
24,167.6,76.3,96.7,M
31,167.2,78.4,102.6,L
32,170.7,69.8,92.0,S
24,164.9,65.0,87.9,XS
20,161.5,79.4,97.2,M
23,162.9,89.7,115.7,XL
20,161.5,52.5,85.0,XS
20,153.7,77.2,97.6,M
22,166.3,65.7,89.9,XS
21,158.2,53.7,88.8,XS
41,149.9,66.7,101.0,M
25,177.1,83.3,101.0,M
27,154.5,59.9,96.7,M
31,160.3,64.9,97.5,M
24,158.0,78.8,106.6,L
23,160.8,75.2,106.2,L
31,156.1,64.3,94.1,S
21,164.2,61.3,88.0,XS
20,160.0,84.7,102.7,L
28,159.1,68.7,95.3,M
37,169.7,69.7,99.7,M
30,169.1,60.2,87.0,XS
28,156.3,63.1,95.6,M
42,159.8,95.2,115.2,XL
20,163.1,51.3,79.5,XXS
23,164.8,69.4,93.7,S
21,149.6,50.9,82.6,XXS
21,152.2,52.0,87.8,XS
31,176.9,88.9,104.7,L
36,176.1,78.5,90.0,S
21,161.8,67.8,97.6,M
27,161.2,64.4,91.2,S
26,165.3,65.7,94.0,S
42,159.8,66.1,95.5,M
29,177.0,92.5,113.0,XL
50,156.6,61.1,100.1,M
39,166.8,61.1,96.1,M
27,161.4,79.7,97.3,M
38,167.3,68.2,102.1,L
19,158.8,48.9,84.0,XS
40,153.4,66.9,105.3,L
24,149.0,61.7,88.8,XS
34,161.1,70.6,95.5,M
29,159.9,61.1,90.9,S
36,164.5,66.2,100.1,M
39,157.1,53.2,91.0,S
29,165.7,61.6,93.3,S
31,164.1,73.7,97.4,M
35,171.0,65.7,94.7,S
27,167.4,67.1,98.6,M
54,156.1,83.1,118.0,XL
49,166.4,86.6,110.0,L
31,174.3,105.4,110.1,L
31,168.1,92.0,108.0,L
28,149.8,61.7,91.3,S
42,159.5,77.2,102.6,L
43,177.1,77.7,104.7,L
31,158.5,80.2,111.3,L
37,181.9,95.3,108.0,L
36,168.3,87.0,109.4,L
23,168.6,73.0,97.4,M
28,170.3,87.7,109.6,L
40,170.7,82.3,97.6,M
38,167.8,83.1,107.8,L
28,164.6,59.9,88.6,XS
38,167.6,72.5,96.2,M
28,170.3,63.0,87.2,XS
29,160.9,62.3,90.1,S
28,163.6,82.1,110.0,L
